2445450,-2.88673,6.9463434,9.167642
2445466,-2.0824668,5.299519,7.176133
2445482,-2.0250196,4.8782387,7.5974135
2445498,-1.948423,4.5144053,8.018694
2445515,-2.0250196,4.342063,8.229335
2445529,-2.0250196,4.0931244,8.191036
2445548,-1.948423,4.2080193,8.076141
2445564,-1.9675722,4.3612123,7.8655014
2445577,-1.9101248,4.2654667,7.5974135
2445593,-1.9101248,4.342063,7.5208173
2445609,-1.929274,4.3995104,7.5208173
2445624,-2.0441687,4.0739756,7.501668
2445640,-2.1207652,3.6143966,7.4059224
2445657,-2.1973617,3.5760984,7.501668
2445672,-2.2356598,3.690993,7.5208173
2445690,-2.2356598,3.9590807,7.616563
2445705,-2.1590633,4.0548263,7.5208173
2445720,-2.1207652,3.9016335,7.4442205
2445737,-2.1973617,3.9399316,7.6740103
2445751,-2.254809,3.7101421,7.808054
2445770,-2.1782124,3.8058877,7.9037995
2445786,-2.1782124,3.9399316,7.9037995
2445799,-2.101616,3.9016335,7.808054
2445817,-2.101616,4.016528,7.8846507
2445831,-2.0633178,4.0739756,8.056993
2445846,-2.1973617,3.844186,8.34423
2445862,-2.2739582,3.384607,8.439975
2445878,-2.2739582,3.2697124,8.439975
2445894,-2.2931073,3.039923,8.32508
2445911,-2.2165108,3.2505634,8.401677
2445927,-2.254809,3.346309,8.459125
2445941,-2.2356598,3.193116,8.34423
2445957,-2.2739582,2.9633265,8.171887
2445973,-2.1207652,2.3122563,7.693159
2445992,-1.9675722,2.3122563,7.6740103
2446007,-1.8335283,2.561195,7.654861
2446021,-1.6420372,3.0973704,7.8655014
2446037,-1.6803354,3.193116,8.11444
2446053,-1.776081,2.867581,8.2676325
2446068,-1.929274,2.6377914,8.5740185
2446084,-2.101616,2.3505547,8.784659
2446100,-2.408002,2.1399143,8.899554
2446118,-2.561195,2.0633178,8.957002
2446133,-2.752686,2.5228968,9.071896
2446149,-2.9824755,3.1356685,9.071896
2446163,-3.1356685,3.020774,8.784659
2446179,-3.1548176,2.714388,8.420826
2446198,-3.0973704,2.408002,7.961247
2446213,-3.0016246,2.0250196,7.4442205
2446229,-2.752686,1.3739494,6.869747
2446242,-2.3697038,2.1590633,6.8122997
2446258,-2.3888528,3.039923,6.391019
2446274,-1.8143792,2.5994933,6.256975
2446310,-1.0867126,2.867581,6.3144226
2446322,-1.2590547,2.0058703,7.0803876
2446338,-0.5888355,2.6952388,8.11444
2446353,-0.64628285,3.365458,8.32508
2446370,-0.45479164,3.193116,7.808054
2446390,-0.6079846,2.905879,7.2718787
2446401,-0.8952214,1.6611862,6.9271946
2446418,-2.6377914,-1.4122477,5.797396
2446433,-1.929274,-7.9420977,5.2420716
2446450,-2.733537,-7.3867736,7.137835
2446464,-4.303765,-5.3569665,9.684668
2446480,-5.3378177,-3.365458,11.542132
2446498,-6.0463347,-5.0122824,10.622974
2446514,-5.6250544,-7.4059224,9.933606
2446530,-6.218677,-5.2420716,11.408089
2446543,-7.2527294,-4.993133,10.450633
2446559,-6.9080453,-3.5569491,10.278291
2446575,-6.7931504,-1.2782038,11.4272375
2446594,-5.682502,-1.3548003,10.622974
2446610,-4.437809,-0.7420284,9.876159
2446623,-3.9207826,-1.2973529,9.531475
2446639,-3.8633351,-1.6037389,9.531475
2446654,-4.284616,-1.4122477,9.837861
2446671,-4.648449,-1.3548003,9.62722
2446690,-4.763344,-0.6079846,9.493176
2446702,-4.8590894,0.3398969,9.876159
2446719,-4.8207912,-0.014361841,9.933606
2446734,-4.83994,-0.78032666,9.474028
2446751,-4.610151,-1.8718265,8.32508
2446765,-4.437809,-2.561195,7.788905
2446781,-4.456958,-2.867581,7.922949
2446799,-4.495256,-2.3888528,8.037844
2446814,-4.610151,-2.101616,8.478273
2446831,-4.782493,-2.1590633,8.420826
2446844,-4.437809,-2.88673,7.2335806
2446860,-4.3803616,-2.9441774,7.5399666
2446879,-4.016528,-3.346309,8.018694
2446894,-3.9590807,-2.6569405,8.995299
2446910,-3.825037,-1.8718265,9.397431
2446924,-3.9016335,-1.0101161,9.493176
2446939,-3.844186,-1.1250108,8.401677
2446955,-3.7675896,-1.6420372,7.156984
2446974,-3.844186,-1.5654407,7.348475
2446991,-3.9782298,-2.2356598,8.420826
2447003,-3.5760984,-1.776081,9.8953085
2447019,-3.9399316,-2.6186423,9.550624
2447034,-3.0973704,-4.2080193,7.8655014
2447051,-2.4654493,-4.782493,5.452712
2447066,-2.1973617,-7.808054,2.427151
2447082,-3.4037561,-12.135756,1.776081
2447099,-2.4845984,-11.59958,1.2782038
2447115,-1.3930986,-5.8931417,-1.4313968
2447132,-3.8633351,-5.9697385,-7.7123084
2447145,-0.7420284,-13.495343,-6.6591067
2447161,-2.5994933,-9.014449,-5.2037735
2447179,-3.173967,-6.4293175,0.0718092
2447196,-6.37187,-8.650616,4.8590894
2447211,-5.3952646,-3.1165195,2.752686
2447225,-4.0548263,-5.0122824,-1.7569319
2447240,-3.2697124,-10.105948,-0.5313881
2447256,-1.2207564,-3.4803526,-2.6569405
2447272,-1.622888,-11.331492,-5.988888
2447291,-2.561195,-4.7441945,-6.6208086
2447304,-5.6633525,-6.2952733,-15.046422
2447320,-8.535721,-4.5910015,-17.880491
2447337,-8.152739,-8.191036,-13.418746
2447351,-4.0356774,-6.563361,-7.4059224
2447372,-4.954835,-2.9441774,-9.225089
2447383,-4.935686,-4.7250457,-14.740036
2447401,-2.5228968,-4.456958,-14.20386
2447417,0.9718179,-5.644203,-8.957002
2447431,0.09095833,-4.610151,-0.4164934
2447446,1.469695,-2.733537,6.180379
2447462,2.9824755,-5.8548436,13.648536
2447478,-5.2037735,-12.059159,3.212265
2447494,-11.714475,-8.5740185,-1.622888
2447512,-5.06973,-2.7718353,-3.1548176
2447526,-1.2399056,-7.176133,-0.110107444
2447542,-2.6377914,-3.4229054,3.231414
2447558,-5.873993,-10.220843,6.869747
2447573,-7.5208173,-10.546378,-7.9420977
2447592,-9.301685,-10.737869,-7.7123084
2447605,-6.6208086,-10.316589,-9.091045
2447622,-3.384607,-13.246405,-7.769756
2447639,-5.6633525,-11.771922,-9.263388
2447652,-7.4442205,-14.548545,-4.169721
2447673,-10.010203,-13.035764,1.5654407
2447684,-8.708063,-13.3612995,1.4122477
2447716,-5.3569665,-6.065484,0.6079846
2447732,-3.6526947,-4.169721,3.4803526
2447747,-3.9399316,-1.0484143,4.648449
2447763,-2.1973617,-4.993133,3.671844
2447780,-4.342063,-14.299606,-0.7994758
2447795,0.49308985,-7.693159,5.0122824
2447812,-3.3080106,-0.22500217,17.861343
2447827,-2.3697038,-5.433563,5.0314317
2447843,-4.2654667,-16.82729,0.76117754
2447861,-0.12925656,-13.820878,3.212265
2447874,-2.8292825,-4.610151,3.078221
2447893,-1.7569319,-10.584677,2.6186423
2447906,2.3505547,-8.305931,3.9016335
2447924,0.32074776,-2.6569405,6.2378263
2447941,1.3739494,-0.49308985,5.5101595
2447953,-4.7058964,4.648449,10.5080805
2447973,-6.9463434,-3.4037561,12.25065
2447985,-5.088879,-6.1995277,4.5144053
2448002,-3.059072,-8.382527,1.0101161
2448017,-3.039923,-8.478273,2.714388
2448033,-3.518651,-10.029352,4.495256
2448053,-0.7420284,-7.02294,9.837861
2448065,0.39734426,-2.88673,0.09095833
2448081,-5.3378177,-9.914457,-3.4229054
2448096,-8.784659,-16.329412,-10.584677
2448113,-8.459125,-11.771922,-10.431483
2448128,-11.771922,-9.41658,-7.2527294
2448145,-9.799562,-14.088965,-5.376116
2448162,-4.6675982,-9.722966,-2.0441687
2448175,-5.7782474,-7.7506065,-5.529309
2448193,-3.2888615,-6.2378263,-5.8548436
2448207,-2.1973617,-6.256975,0.47394073
2448225,-1.6420372,-1.3548003,4.935686
2448238,1.2399056,-4.763344,11.312344
2448254,0.85692316,-4.2463174,7.0803876
2448273,-5.3186684,-12.327247,2.3122563
2448286,-3.1356685,-7.999545,2.6952388
2448302,-1.2973529,-6.5059137,-0.9718179
2448318,-3.212265,-4.8973875,-2.905879
2448334,-2.8484318,-6.256975,-4.9739842
2448354,-9.914457,-10.891063,-6.869747
2448365,-14.280457,-16.15707,-14.778334
2448382,-10.680422,-10.814466,-17.401764
2448397,-6.2952733,-14.012369,-14.567694
2448413,-7.4059224,-10.986808,-4.169721
2448429,-6.065484,-7.0995364,-0.4356425
2448445,-4.916537,-10.06765,-2.6377914
2448462,-5.1846247,-6.8122997,-7.788905
2448476,-2.752686,-5.797396,-6.697405
2448494,-1.7186337,-3.6526947,-2.1590633
2448508,-2.3888528,-5.1846247,3.1165195
2448526,-2.3888528,-5.261221,5.739949
2448543,-0.47394073,-1.6420372,7.8655014
2448555,-1.2590547,-4.342063,3.0016246
2448574,-2.6760898,-4.0739756,0.26330042
2448587,-1.4888442,-4.648449,-1.3930986
2448606,-1.4313968,-5.6250544,-3.5378
2448619,-1.8909757,-6.563361,-1.2207564
2448634,-2.714388,-2.1590633,1.948423
2448654,-8.708063,-1.5462915,5.2037735
2448667,-12.154904,-3.173967,-1.8143792
2448682,-8.210186,-0.30159867,-15.429404
2448698,-5.3378177,-12.403843,-28.79549
2448714,-7.310177,-22.801815,-22.131596
2448730,-16.348562,-7.5208173,6.869747
2448747,-9.952756,-2.4654493,-2.427151
2448763,2.1590633,-14.20386,-23.759272
2448777,-0.05266008,-8.803808,-18.052834
2448794,-0.83777404,-5.567607,-6.9463434
2448809,0.7420284,-3.173967,7.3867736
