1711796,2.9441774,3.7484405,13.763431
1711813,1.9101248,2.408002,9.5889225
1711827,1.6611862,2.3122563,8.861256
1711845,1.79523,2.5420458,9.052747
1711863,1.8718265,2.5994933,8.880404
1711875,1.929274,2.6760898,8.842107
1711892,1.8335283,2.6952388,8.765511
1711906,1.8143792,2.561195,8.6697645
1711923,1.8718265,2.3697038,8.631466
1711938,2.0250196,2.3888528,8.6697645
1711955,2.0824668,2.5994933,8.6697645
1711972,2.254809,2.6760898,8.5740185
1711986,2.4463003,2.6760898,8.459125
1712004,2.6186423,2.4845984,8.34423
1712017,2.5994933,2.4654493,8.248484
1712035,2.6569405,2.6569405,8.248484
1712052,2.8484318,2.714388,8.191036
1712065,3.078221,2.4845984,7.9803963
1712084,3.193116,2.0250196,7.482519
1712096,3.020774,1.8526775,7.0995364
1712116,3.193116,1.3739494,6.869747
1712128,2.733537,0.83777404,6.6591067
1712144,2.4654493,1.5654407,6.9654927
1712164,2.2165108,2.3122563,7.3867736
1712176,2.101616,2.3888528,7.5782647
1712192,1.9675722,1.929274,7.482519
1712207,1.9101248,0.99096704,7.156984
1712224,1.4888442,1.948423,7.501668
1712239,1.5654407,3.5569491,8.076141
1712256,1.4505459,4.7250457,8.11444
1712272,1.2782038,5.8548436,7.7123084
1712287,1.1250108,5.8548436,7.003791
1712304,1.5271424,4.322914,6.027186
1712318,1.948423,2.580344,5.2037735
1712337,2.2739582,0.5888355,5.376116
1712353,2.3505547,-0.26330042,5.912291
1712366,2.7718353,-0.0718092,8.037844
1712384,3.3080106,0.7228793,9.703817
1712397,3.3080106,1.5654407,10.220843
1712413,2.9824755,1.4122477,9.761265
1712429,2.580344,0.6845811,9.033598
1712445,2.2739582,0.78032666,8.535721
1712465,1.9867213,1.9675722,8.32508
1712478,2.4463003,3.059072,8.2676325
1712493,3.2697124,2.3122563,7.8846507
1712508,3.8058877,-0.85692316,7.693159
1712525,4.476107,-2.8292825,8.688913
1712545,4.437809,-1.3165021,9.933606
1712558,5.3569665,-0.28244954,12.154904
1712573,6.8888965,-0.20585304,12.25065
1712587,7.5399666,-0.5888355,11.791071
1712605,6.716554,-1.1058618,11.465536
1712619,5.835695,-0.93351966,10.986808
1712635,5.7208,-0.83777404,10.412334
1712653,5.8931417,-0.49308985,10.144247
