2339891,-7.9037995,4.0931244,9.512326
2339909,-5.49101,2.7909844,7.0612383
2339923,-5.108028,2.4654493,6.6591067
2339941,-5.2037735,2.4654493,6.7931504
2339955,-5.376116,1.948423,6.7548523
2339971,-5.5101595,1.3165021,6.8888965
2339989,-5.8931417,0.83777404,7.5208173
2340002,-6.333572,-0.110107444,8.34423
2340021,-6.2952733,-0.49308985,8.784659
2340034,-6.0846334,-0.014361841,8.2676325
2340052,-6.0463347,-0.03351096,7.4442205
2340069,-5.912291,-0.26330042,7.1186857
2340082,-5.414414,-0.14840569,6.9654927
2340102,-4.993133,-0.014361841,6.716554
2340113,-4.3995104,-0.30159867,6.37187
2340130,-4.0356774,-0.7228793,5.9314404
2340145,-3.7292912,-1.7377827,5.873993
2340162,-3.3080106,-2.867581,5.950589
2340177,-2.8101335,-4.1888704,6.0463347
2340193,-2.0824668,-5.8165455,6.1995277
2340210,-1.3356512,-7.137835,6.639958
2340224,-0.7994758,-7.788905,7.2144313
2340242,-0.7420284,-8.056993,7.7123084
2340256,-0.7228793,-7.788905,8.229335
2340274,-0.93351966,-7.329326,8.593168
2340291,-0.93351966,-7.156984,8.516571
2340303,-0.99096704,-7.5591154,8.34423
2340322,-0.99096704,-7.788905,8.32508
2340335,-1.1250108,-7.693159,8.5740185
2340351,-1.3548003,-7.5974135,9.071896
2340367,-1.6037389,-7.635712,9.244238
2340383,-1.5271424,-7.635712,9.091045
2340402,-1.4888442,-7.693159,8.899554
2340414,-1.4505459,-7.3676243,8.803808
2340430,-1.5079932,-6.9654927,8.765511
2340446,-1.5462915,-6.7357035,8.516571
2340462,-1.5462915,-6.6016593,8.171887
2340482,-1.6611862,-6.5059137,7.846352
2340494,-1.6420372,-6.5059137,7.5399666
2340510,-1.6994845,-6.333572,7.2144313
2340525,-1.79523,-6.1420803,7.003791
2340543,-1.8526775,-6.180379,6.8122997
2340557,-1.8718265,-6.1612296,6.5825105
2340574,-1.9101248,-5.950589,6.3527207
2340588,-2.0250196,-5.7782474,6.0846334
2340605,-2.1973617,-5.759098,5.8548436
2340623,-2.3888528,-6.065484,5.8548436
2340636,-2.580344,-6.639958,6.0080366
2340654,-2.867581,-7.0803876,6.2952733
2340668,-3.1548176,-7.329326,6.486765
2340684,-3.2888615,-7.310177,6.486765
2340703,-3.365458,-6.8888965,6.391019
2340715,-3.4420545,-6.486765,6.2761245
2340731,-3.499502,-6.37187,6.256975
